"code","source","value","note","unit","sector","owner","nuts_level","code_label","measure_type_eustat_flag","potential_definition"
"DEB31","livestock.effluents",0.00285590051144889,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DEB32","livestock.effluents",0.00908695617279192,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DEB33","livestock.effluents",0.00538726687386949,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DEB34","livestock.effluents",0.00506273272484121,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DEB35","livestock.effluents",0.00636086932095434,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DEB36","livestock.effluents",0.00759409908726182,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DEB37","livestock.effluents",0.00395931661814505,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DEB38","livestock.effluents",0.00279099368164323,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DEB39","livestock.effluents",0.00707484444881656,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DEB3A","livestock.effluents",0.00460838491620162,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DEB3B","livestock.effluents",0.0381652159257261,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DEB3C","livestock.effluents",0.0386195637343656,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DEB3D","livestock.effluents",0.0418649052246485,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DEB3E","livestock.effluents",0.030051862200019,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DEB3F","livestock.effluents",0.0415403710756202,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DEB3G","livestock.effluents",0.0371916134786412,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DEB3H","livestock.effluents",0.0415403710756202,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DEB3I","livestock.effluents",0.0197965830907252,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DEB3J","livestock.effluents",0.0392686320324222,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DEB3K","livestock.effluents",0.0618562088047907,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DEC01","livestock.effluents",0.040805098940833,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DEC02","livestock.effluents",0.0551017759420008,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DEC03","livestock.effluents",0.0247213373145193,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DEC04","livestock.effluents",0.0455706579412223,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DEC05","livestock.effluents",0.0415993587742312,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DEC06","livestock.effluents",0.0472584600871935,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DED21","livestock.effluents",0.0483607875164793,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DED2C","livestock.effluents",0.352532448024091,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DED2D","livestock.effluents",0.310511641797882,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DED2E","livestock.effluents",0.214084949615634,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DED2F","livestock.effluents",0.243868117537368,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DED41","livestock.effluents",0.0529469127657601,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DED42","livestock.effluents",0.437950029573798,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DED43","livestock.effluents",0.506469563741252,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DED44","livestock.effluents",0.338285252602956,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DED45","livestock.effluents",0.227360272464734,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DED51","livestock.effluents",0.03396668352533,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DED52","livestock.effluents",0.188360699549557,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DED53","livestock.effluents",0.231133560285158,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DEE01","livestock.effluents",0.0362948695663016,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DEE02","livestock.effluents",0.019999213842656,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DEE03","livestock.effluents",0.0297766072768433,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DEE04","livestock.effluents",0.339690350675631,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DEE05","livestock.effluents",0.215250797876882,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DEE06","livestock.effluents",0.233620446147174,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DEE07","livestock.effluents",0.350652882707901,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DEE08","livestock.effluents",0.209473247211226,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DEE09","livestock.effluents",0.311691451295912,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DEE0A","livestock.effluents",0.214658228577841,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DEE0B","livestock.effluents",0.212436093706435,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DEE0C","livestock.effluents",0.211399097433112,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DEE0D","livestock.effluents",0.358948852894485,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DEE0E","livestock.effluents",0.2859146867876,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DEF01","livestock.effluents",0.0263127516826984,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DEF02","livestock.effluents",0.0549336394779142,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DEF03","livestock.effluents",0.0987882256157448,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"DEF04","livestock.effluents",0.0332371600202506,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
